WKT;HRB_Number
"POINT (-117.16777865036326 32.716057845477636)";    455.00000000000
"POINT (-117.187644383817926 32.754988879514706)";    541.00000000000
"POINT (-117.162442677942735 32.727022823829643)";    563.00000000000
"POINT (-117.162269472720752 32.727013348008974)";    563.00000000000
"POINT (-117.160608345442185 32.716947499602298)";    642.00000000000
"POINT (-117.158969286200815 32.717575240459063)";    653.00000000000
"POINT (-117.16441451882578 32.715953277439496)";    682.00000000000
"POINT (-117.164163845040392 32.715952020092907)";    682.00000000000
"POINT (-117.164012821362718 32.71596248629357)";    682.00000000000
"POINT (-117.158979870901462 32.717255389881601)";    684.00000000000
"POINT (-117.158979100740396 32.717180710564676)";    684.00000000000
"POINT (-117.162649976264163 32.720203967896289)";    110.00000000000
"POINT (-117.279410660925791 32.834238192726552)";    805.00000000000
"POINT (-117.189612558465996 32.755288375676415)";    806.00000000000
"POINT (-117.129860080574915 32.729180449788714)";    808.00000000000
"POINT (-117.129861012583234 32.729043676675381)";    809.00000000000
"POINT (-117.129861619237531 32.728904665563292)";    810.00000000000
"POINT (-117.159709426253741 32.733230582792771)";    811.00000000000
"POINT (-117.279049796815954 32.835043268301639)";    812.00000000000
"POINT (-117.260974026323609 32.8512410772327)";    813.00000000000
"POINT (-117.160969899183272 32.739162929454075)";    814.00000000000
"POINT (-117.182384270866493 32.750087538382147)";    815.00000000000
"POINT (-117.182227394547311 32.750938383260468)";    816.00000000000
"POINT (-117.17979951393373 32.752030162208854)";    817.00000000000
"POINT (-117.261583847591467 32.850139893603895)";    818.00000000000
"POINT (-117.151391637862446 32.711186429649516)";    819.00000000000
"POINT (-117.043410651502654 32.557628899738255)";    820.00000000000
"POINT (-117.177409582460726 32.752189698064697)";    823.00000000000
"POINT (-117.133282315262548 32.738098927340104)";    824.00000000000
"POINT (-117.146138275616366 32.715230669043599)";    825.00000000000
"POINT (-117.132275389291451 32.738743087483186)";    826.00000000000
"POINT (-117.279883122086204 32.835927396174036)";    829.00000000000
"POINT (-117.279634671376201 32.834802543066701)";    830.00000000000
"POINT (-117.184148615601728 32.754215655783206)";    831.00000000000
"POINT (-117.138742021464694 32.741146065772504)";    832.00000000000
"POINT (-117.161064384330189 32.739339974574527)";    828.00000000000
"POINT (-117.157106670515034 32.709228165618512)";    376.00000000000
"POINT (-117.167010825429458 32.737852822089891)";    894.00000000000
"POINT (-117.276020655431751 32.820932628657246)";    833.00000000000
"POINT (-117.145330696267592 32.75650116537814)";    834.00000000000
"POINT (-117.132680709447001 32.721703547109804)";    836.00000000000
"POINT (-117.161862520189075 32.737460103892559)";    837.00000000000
"POINT (-117.22051158983129 32.745078013925642)";    838.00000000000
"POINT (-117.134343804974563 32.742287618810103)";    839.00000000000
"POINT (-117.133398819916195 32.743506903784137)";    835.00000000000
"POINT (-116.993161859049778 32.570892982407209)";    409.00000000000
"POINT (-116.992095537499736 32.57072406093517)";    405.00000000000
"POINT (-116.987532363883304 32.569799660104295)";    407.00000000000
"POINT (-116.985402663995302 32.569812398173042)";    406.00000000000
"POINT (-116.986669523822172 32.569203681865936)";    410.00000000000
"POINT (-116.989280874575897 32.570189953727031)";    408.00000000000
"POINT (-117.166755983800144 32.713636363858029)";      6.00000000000
"POINT (-117.169159461644199 32.74602191727017)";    877.00000000000
"POINT (-117.265010231649129 32.84783106931414)";    878.00000000000
"POINT (-117.153161092018905 32.741573414735086)";    879.00000000000
"POINT (-117.131281848458826 32.74350409053951)";    880.00000000000
"POINT (-117.270697584060102 32.821061827170716)";    881.00000000000
"POINT (-117.277401134281504 32.821721540861795)";    882.00000000000
"POINT (-117.166349733327309 32.744956467501822)";    884.00000000000
"POINT (-117.216887441666259 32.739912338282608)";    886.00000000000
"POINT (-117.137130566277648 32.710846455070545)";    887.00000000000
"POINT (-117.176252230870986 32.752615824878298)";    888.00000000000
"POINT (-117.186319759546691 32.753450283912734)";    889.00000000000
"POINT (-117.131276561072028 32.747202591384493)";    890.00000000000
"POINT (-117.264891496511083 32.826734067095316)";    827.00000000000
"POINT (-117.18346157149378 32.753993129703275)";    895.00000000000
"POINT (-117.190807030801324 32.750886134029095)";    896.00000000000
"POINT (-117.279993125215995 32.832368086321615)";    892.00000000000
"POINT (-117.168590723676914 32.742673325237668)";    883.00000000000
"POINT (-117.262456607795883 32.849411610157674)";    891.00000000000
"POINT (-117.260563832634801 32.850896938031255)";    885.00000000000
"POINT (-117.234838310760239 32.916597955566225)";    897.00000000000
"POINT (-117.278525968000665 32.834273720222349)";    898.00000000000
"POINT (-117.073322634963588 32.761666658751352)";    899.00000000000
"POINT (-117.131521553273416 32.73771917289298)";    900.00000000000
"POINT (-117.16333992698155 32.733250178015027)";    901.00000000000
"POINT (-117.267239911058269 32.845369272417564)";    902.00000000000
"POINT (-117.131408443482968 32.725110166493714)";    903.00000000000
"POINT (-117.152642711256348 32.742559458712932)";    904.00000000000
"POINT (161.859989589446627 -90.0)";      0.00000000000
"POINT (161.859989589446627 -90.0)";      0.00000000000
"POINT (161.859989589446627 -90.0)";      0.00000000000
"POINT (-117.154219894986056 32.748091393903074)";    940.00000000000
"POINT (-117.270149431113225 32.846985318069457)";    941.00000000000
"POINT (-117.222468176278625 32.738179671749855)";    919.00000000000
"POINT (-117.176564897716844 32.743377074534166)";    911.00000000000
"POINT (-117.224621209392922 32.735812171759115)";    912.00000000000
"POINT (-117.10020619289719 32.761994206745122)";    913.00000000000
"POINT (-117.247244370545431 32.725957200885844)";    914.00000000000
"POINT (-117.274360669205564 32.849825593083551)";    915.00000000000
"POINT (-117.150389599639126 32.743624572151738)";    917.00000000000
"POINT (-117.131806181470395 32.728842249822044)";    918.00000000000
"POINT (-117.185791090107088 32.749860549787073)";    920.00000000000
"POINT (-117.1223705056114 32.737859927648337)";    921.00000000000
"POINT (-117.165434762883592 32.72898498408604)";    922.00000000000
"POINT (-117.181031946117557 32.754887579827525)";    923.00000000000
"POINT (-117.103299394103431 32.764904701420754)";    925.00000000000
"POINT (-117.094068514083943 32.761672642958807)";    926.00000000000
"POINT (-117.260852048853536 32.841531131851568)";    927.00000000000
"POINT (-117.219772365022692 32.745352568804485)";    928.00000000000
"POINT (-117.17201629654204 32.748500024741411)";    929.00000000000
"POINT (-117.188184432583526 32.755303911952964)";    930.00000000000
"POINT (-117.130683274628197 32.744061335697339)";    931.00000000000
"POINT (-117.167022225485795 32.739310205328216)";    932.00000000000
"POINT (-117.187462744197433 32.755239885004698)";    933.00000000000
"POINT (-117.191297535373536 32.755119103667006)";    934.00000000000
"POINT (-117.072598900890398 32.757388024638388)";    935.00000000000
"POINT (-117.149501687260411 32.744042016291949)";    936.00000000000
"POINT (-117.188809273455021 32.753789454208466)";    937.00000000000
"POINT (-117.15971004814341 32.735815587582472)";    938.00000000000
"POINT (-117.161273428473265 32.750802555391068)";    939.00000000000
